price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,neworold,parking,Furnished_status,Lift,price_per_unit_area,Status_Ready to Move,Status_Under Construction,type_of_building_Flat,type_of_building_Individual House
15900000.0,1104.0,19.149900436401367,72.93113708496094,2,2,0,0,0,1,0,14402.173913043478,True,False,True,False
38500000.0,1150.0,19.07072639465332,72.83612823486328,2,2,1,1,1,0,1,33478.260869565216,True,False,True,False
27500000.0,1150.0,19.05634,72.91731999999999,2,2,0,0,0,0,0,23913.043478260868,True,False,True,False
13500000.0,850.0,18.94813,72.82735,3,2,0,0,0,1,0,15882.35294117647,True,False,True,False
49900000.0,1850.0,19.057928,72.900514,4,4,0,1,0,0,0,26972.972972972973,True,False,True,False
12500000.0,850.0,19.2783121,72.8580188,2,2,1,0,1,0,1,14705.882352941177,True,False,True,False
22000000.0,1250.0,19.1590077,72.86927109999999,2,2,0,1,0,0,0,17600.0,True,False,True,False
22000000.0,1250.0,19.1590077,72.86927109999999,2,2,1,0,1,0,1,17600.0,True,False,True,False
19500000.0,1296.0,19.064638199999997,72.8958265,3,2,1,0,1,0,1,15046.296296296296,True,False,True,False
21500000.0,1200.0,19.10919095,72.88469140000001,2,2,0,0,0,0,0,17916.666666666668,True,False,True,False
28000000.0,1150.0,19.01751708984375,72.84711456298828,2,3,1,0,1,0,1,24347.82608695652,True,False,True,False
29000000.0,1565.0,19.128953,72.9298045,3,2,2,0,2,0,2,18530.35143769968,True,False,True,False
22000000.0,1150.0,19.1345125,72.86339834,2,2,0,0,0,0,0,19130.434782608696,True,False,True,False
32500000.0,1755.0,19.191842,72.83458123,3,4,0,0,0,0,0,18518.51851851852,True,False,True,False
22500000.0,1304.0,19.114625,72.88469599999999,2,2,1,0,1,0,1,17254.601226993866,True,False,True,False
40000000.0,1000.0,18.944761,72.793639,2,3,0,0,0,2,0,40000.0,True,False,True,False
33000000.0,1200.0,19.12418937683105,72.83020782470703,2,2,3,0,3,0,3,27500.0,True,False,False,True
14500000.0,811.0,19.04267,72.87111,2,2,0,0,0,1,0,17879.161528976572,True,False,True,False
12000000.0,810.0,19.159226,72.932291,2,2,0,0,0,0,0,14814.814814814816,True,False,True,False
19000000.0,700.0,19.032798767089844,72.89635467529297,2,2,1,1,1,1,1,27142.85714285714,True,False,True,False
25300000.0,1450.0,19.181124,72.839798,3,3,0,1,0,0,0,17448.275862068964,True,False,True,False
18000000.0,1296.0,19.149900436401367,72.93113708496094,3,3,1,0,1,2,1,13888.888888888889,True,False,True,False
19000000.0,1150.0,19.181124,72.839798,2,2,1,0,1,0,1,16521.739130434784,True,False,True,False
17000000.0,980.0,19.2081479,72.8784717,3,2,0,0,0,0,0,17346.938775510203,True,False,False,True
14400000.0,890.0,19.115682999999997,72.90400600000001,2,2,0,0,0,0,0,16179.775280898877,True,False,True,False
16500000.0,1029.0,19.202228,72.815271,2,2,2,0,2,0,2,16034.985422740525,True,False,True,False
30000000.0,1400.0,19.07658768,72.86424255,3,3,0,0,0,0,0,21428.571428571428,True,False,True,False
22000000.0,1136.0,19.07907,72.907976,2,2,0,0,0,0,0,19366.197183098593,True,False,True,False
18500000.0,998.0,19.122307,72.89599270000001,2,2,0,0,0,0,0,18537.074148296593,True,False,True,False
9250000.0,1026.0,19.2996583333333,72.8704216666667,2,2,4,1,4,0,4,9015.594541910332,True,False,True,False
15000000.0,740.0,19.11940574645996,72.86394500732422,2,2,0,0,0,2,0,20270.27027027027,True,False,True,False
27500000.0,1220.0,19.2050017,72.86927109999999,2,2,0,0,0,0,0,22540.983606557376,True,False,True,False
26500000.0,750.0,19.070470809936523,72.84949493408203,2,2,1,0,1,0,1,35333.333333333336,True,False,True,False
20200000.0,1050.0,19.13662,72.93666999999999,3,2,1,0,1,0,1,19238.095238095237,True,False,True,False
26500000.0,840.0,19.04391098022461,72.8987808227539,2,2,3,0,3,0,3,31547.619047619046,True,False,True,False
5600000.0,1250.0,19.4540588,72.7688226,2,2,0,0,0,1,0,4480.0,True,False,True,False
25000000.0,1000.0,19.039151500000003,72.84047029999999,2,2,1,0,1,0,1,25000.0,True,False,True,False
12800000.0,890.0,19.208398000000003,72.879044,2,2,3,0,3,0,3,14382.022471910112,True,False,True,False
20000000.0,862.0,19.0495063,72.888042,2,2,2,0,2,0,2,23201.85614849188,True,False,True,False
24000000.0,1143.0,19.097765,72.916827,2,2,0,0,0,0,0,20997.37532808399,True,False,True,False
9000000.0,1050.0,19.24061584472656,73.09513092041016,2,2,4,0,4,0,4,8571.42857142857,True,False,True,False
19000000.0,1350.0,19.2539332,72.8672448,3,3,0,0,0,0,0,14074.074074074075,True,False,True,False
22500000.0,1091.0,19.119198,72.894366,2,2,1,0,1,0,1,20623.281393217232,True,False,True,False
22500000.0,1250.0,19.212571,72.87352170000001,3,3,1,0,1,0,1,18000.0,True,False,True,False
19500000.0,702.0,19.11892318725586,72.86404418945312,2,2,0,0,0,1,0,27777.777777777777,True,False,True,False
26000000.0,1100.0,19.14724,72.84012,2,2,0,0,0,2,0,23636.363636363636,True,False,True,False
16500000.0,1120.0,19.11913108825684,72.86412048339844,2,2,0,0,0,0,0,14732.142857142857,True,False,True,False
24000000.0,1530.0,19.25650405883789,72.85124206542969,3,3,0,0,0,0,0,15686.274509803921,True,False,True,False
24000000.0,1550.0,19.17100978,72.87098943,2,2,1,0,1,0,1,15483.870967741936,True,False,True,False
33000000.0,1350.0,19.039152145385746,72.84046936035156,2,2,0,0,0,0,0,24444.444444444445,True,False,True,False
35000000.0,1800.0,19.12154982,72.85554352,3,3,4,0,4,0,4,19444.444444444445,True,False,True,False
29900000.000000004,1080.0,19.119348526000977,72.86434173583984,2,2,2,0,2,1,2,27685.18518518519,True,False,True,False
19500000.0,1020.0,19.11890983581543,72.86436462402344,3,2,0,0,0,1,0,19117.647058823528,True,False,True,False
17000000.0,800.0,19.03367042541504,72.8572998046875,2,2,0,0,0,2,0,21250.0,True,False,True,False
23000000.0,1050.0,19.12842,72.81988,2,2,0,0,0,0,0,21904.761904761905,True,False,True,False
16500000.0,1050.0,19.115297,72.839762,2,2,1,1,1,0,1,15714.285714285714,True,False,True,False
47500000.0,1300.0,19.0786567,72.8378238,2,2,4,0,4,0,4,36538.46153846154,True,False,True,False
34000000.0,1370.0,19.080942153930664,72.89234161376953,3,3,1,0,1,1,1,24817.518248175184,True,False,True,False
29000000.0,1500.0,19.119234085083008,72.86463928222656,4,4,2,0,2,1,2,19333.333333333332,True,False,True,False
15000000.0,960.0,19.16434669494629,72.93975830078125,2,2,2,0,2,0,2,15625.0,True,False,True,False
42000000.0,1250.0,18.9457243,72.82376049999999,3,3,0,0,0,0,0,33600.0,True,False,True,False
32500000.0,1715.0,19.11944580078125,72.86441040039062,2,2,5,0,5,2,5,18950.437317784257,True,False,True,False
25900000.0,924.0,19.119190216064453,72.86400604248047,2,2,0,1,0,2,0,28030.303030303032,True,False,True,False
20500000.0,1150.0,19.20999526977539,72.86675262451172,2,2,1,1,1,0,1,17826.08695652174,True,False,True,False
17500000.0,1090.0,19.196454,72.87059351452841,2,2,2,0,2,0,2,16055.045871559632,True,False,True,False
13500000.0,712.0,19.146211624145508,72.8534927368164,2,2,1,0,1,1,1,18960.674157303372,True,False,True,False
30000000.0,1400.0,19.2273315,72.8637286,3,3,0,0,0,0,0,21428.571428571428,True,False,True,False
25500000.0,951.0,19.092819213867188,72.91316223144531,2,2,0,0,0,0,0,26813.880126182965,True,False,False,True
25000000.0,1030.0,19.154186,72.946437,3,2,1,0,1,1,1,24271.844660194176,True,False,False,True
32000000.0,1970.0,19.149089,72.836862,3,3,0,0,0,1,0,16243.654822335026,True,False,True,False
16000000.0,1650.0,19.21388435363769,72.85501861572266,4,3,1,0,1,1,1,9696.969696969696,True,False,True,False
55300000.0,1803.0,19.1210474171554,72.9175910576415,3,3,2,1,2,0,2,30671.10371602884,True,False,True,False
5200000.0,750.0,19.2308654,73.0713733,2,2,0,0,0,1,0,6933.333333333333,True,False,True,False
16500000.0,1150.0,19.119037628173828,72.86415100097656,2,2,3,0,3,0,3,14347.826086956522,True,False,True,False
31600000.0,1273.0,19.1384391784668,72.81218719482422,2,2,0,1,0,0,0,24823.252160251373,True,False,True,False
33500000.0,1605.0,19.0576599036504,72.84696961537479,2,3,4,0,4,0,4,20872.27414330218,True,False,True,False
5000000.0,800.0,19.225811004638672,73.146484375,2,2,1,0,1,0,1,6250.0,True,False,True,False
29900000.000000004,1315.0,19.02222,72.866564,3,3,0,0,0,0,0,22737.642585551333,True,False,True,False
6300000.0,890.0,19.22585678100586,73.14647674560547,2,2,2,1,2,2,2,7078.651685393258,True,False,False,True
16000000.0,1650.0,19.3693345,72.806127,3,3,3,0,3,2,3,9696.969696969696,True,False,True,False
21000000.0,1150.0,19.12998,72.933221,2,2,1,0,1,0,1,18260.869565217392,True,False,False,True
42000000.0,950.0,19.119272232055664,72.8646011352539,2,2,1,0,1,0,1,44210.52631578947,True,False,True,False
5500000.0,1100.0,19.234638214111328,73.1611328125,2,2,1,0,1,1,1,5000.0,True,False,True,False
45000000.0,1350.0,18.963298797607425,72.84329223632812,3,3,0,0,0,2,0,33333.333333333336,True,False,True,False
26000000.0,1250.0,19.237241,72.84132779999999,3,2,0,0,0,0,0,20800.0,True,False,True,False
16399999.999999998,885.0,19.1654181,72.9667254,2,2,1,0,1,0,1,18531.073446327682,True,False,True,False
17000000.0,795.0,19.2142355,72.87615140000001,2,2,0,0,0,0,0,21383.64779874214,True,False,True,False
15000000.0,1017.0,19.16703502,72.88127374,2,2,0,0,0,0,0,14749.262536873157,True,False,True,False
26000000.0,1090.0,19.11632,72.859021,2,2,0,0,0,0,0,23853.211009174312,True,False,True,False
39000000.0,1350.0,19.006180342037,72.8286779623475,2,2,0,0,0,0,0,28888.88888888889,True,False,True,False
14500000.0,850.0,19.2139835357666,72.85508728027344,2,2,0,0,0,2,0,17058.823529411766,True,False,True,False
15000000.0,634.0,19.136642456054688,72.93113708496094,2,2,0,0,0,0,0,23659.30599369085,True,False,True,False
